Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
B;"Cui, J; Tang, MX";;"Rosa, A; Kacprzyk, J; Filipe, J; Correia, AD";;"Cui, Jia; Tang, Ming Xi";;;GENERATIVE DESIGN EXPLORATION FRAMEWORK BASED ON SUBJECTIVE EVALUATION;ECTA 2011/FCTA 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON EVOLUTIONARY COMPUTATION THEORY AND APPLICATIONS AND INTERNATIONAL CONFERENCE ON FUZZY COMPUTATION THEORY AND APPLICATIONS;;;;;International Conference on Evolutionary Computation Theory and Applications (ECTA 2011) / International Conference on Fuzzy Computation Theory and Applications (FCTA 2011);OCT 24-26, 2011;Univ Paris Est Creteil, Paris, FRANCE;Inst Syst & Technol Informat Control & Commun;Univ Paris Est Creteil;;;;;;;;;;;;;;;;;;;;;;978-989-8425-83-6;;;;2011;;;;;;;303;306;;;;;;;;;WOS:000392458400048;;;;;;
B;Zhao, QF;;"Rosa, A; Kacprzyk, J; Filipe, J; Correia, AD";;Zhao, Qiangfu;;;AWARENESS COMPUTING: WHAT, WHY, AND HOW?;ECTA 2011/FCTA 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON EVOLUTIONARY COMPUTATION THEORY AND APPLICATIONS AND INTERNATIONAL CONFERENCE ON FUZZY COMPUTATION THEORY AND APPLICATIONS;;;;;International Conference on Evolutionary Computation Theory and Applications (ECTA 2011) / International Conference on Fuzzy Computation Theory and Applications (FCTA 2011);OCT 24-26, 2011;Univ Paris Est Creteil, Paris, FRANCE;Inst Syst & Technol Informat Control & Commun;Univ Paris Est Creteil;;;;;;;;;;;;;;;;;;;;;;978-989-8425-83-6;;;;2011;;;;;;;;;;;;;;;;;WOS:000392458400001;;;;;;
S;"Gharehchopogh, FS; Khalifelu, ZA";;Dan, C;;"Gharehchopogh, Farhad Soleimanian; Khalifelu, Zeynab Abbasi";;;Using Intelligent Tutoring Systems in Instruction and Education;EDUCATION AND MANAGEMENT TECHNOLOGY, ICEMT 2011;International Proceedings of Economics Development and Research;;;;2nd International Conference on Education and Management Technology (ICEMT 2011);AUG 19-21, 2011;Shanghai, PEOPLES R CHINA;;;;;;;;;Gharehchopogh, Farhad Soleimanian/AAX-9598-2020;;;;;;;;;;;;;2010-4626;;978-981-08-9174-9;;;;2011;13;;;;;;250;254;;;;;;;;;WOS:000392455900048;;;;;;
J;Cases, JCP;;;;Piquer Cases, Juan Carlos;;;AUTOMATED FORMS IN THE ARCHITECTURE. CRITICAL REFLECTIONS;EGA-REVISTA DE EXPRESION GRAFICA ARQUITECTONICA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1133-6137;;;;;;2011;;18;;;;;214;223;;;;;;;;;WOS:000296131400023;;;;;;
S;"Maskeliunas, R; Simutis, R; Raudonis, V";;"Navickas, A; Sauhats, A; Virbalis, A; Azubalis, M; Galvanauskas, V; Jonaitis, A; Brazauskas, K";;"Maskeliunas, Rytis; Simutis, Rimvydas; Raudonis, Vidas";;;DEVELOPMENT AND MODELING OF AN INTELLIGENT MULTIMODAL INTERFACE FOR SMART MOBILITY DEVICES;ELECTRICAL AND CONTROL TECHNOLOGIES;Electrical and Control Technologies;;;;6th International Conference on Electrical and Control Technologies (ECT 2011);MAY 05-06, 2011;Kaunas Univ Technol, Kaunas, LITHUANIA;Res Council Lithuania, ABB UAB;Kaunas Univ Technol;;;;;;;Maskeliunas, Rytis/J-7173-2017;Maskeliunas, Rytis/0000-0002-2809-2213;;;;;;;;;;;;1822-5934;;;;;;2011;;;;;;;11;14;;;;;;;;;WOS:000306934200001;;;;;;
S;Nordin, P;;"KofodPetersen, A; Heintz, F; Langseth, H";;Nordin, Peter;;;Perspectives on artificial intelligence in a business environment;ELEVENTH SCANDINAVIAN CONFERENCE ON ARTIFICIAL INTELLIGENCE (SCAI 2011);Frontiers in Artificial Intelligence and Applications;;;;11th Scandinavian Conference on Artificial Intelligence (SCAI);MAY 24-26, 2011;Trondheim, NORWAY;Norwegian Univ Sci & Technol, Norwegian Artificial Intelligence Soc, Verdande Technologies, Norwegian Res Council;;;;;;;;;;;;;;;;;;;;;0922-6389;;"978-1-60750-754-3; 978-1-60750-753-6";;;;2011;227;;;;;;5;5;;10.3233/978-1-60750-754-3-5;;;;;;;WOS:000329410700003;;;;;;
S;"Rocki, K; Suda, R";;"KofodPetersen, A; Heintz, F; Langseth, H";;"Rocki, Kamil; Suda, Reiji";;;Parallel Monte Carlo Tree Search on GPU;ELEVENTH SCANDINAVIAN CONFERENCE ON ARTIFICIAL INTELLIGENCE (SCAI 2011);Frontiers in Artificial Intelligence and Applications;;;;11th Scandinavian Conference on Artificial Intelligence (SCAI);MAY 24-26, 2011;Trondheim, NORWAY;Norwegian Univ Sci & Technol, Norwegian Artificial Intelligence Soc, Verdande Technologies, Norwegian Res Council;;;;;;;;;;;;;;;;;;;;;0922-6389;;"978-1-60750-754-3; 978-1-60750-753-6";;;;2011;227;;;;;;80;89;;10.3233/978-1-60750-754-3-80;;;;;;;WOS:000329410700013;;;;;;
S;"Shi, L; Liu, Y; Ma, XM";;"Deng, H; Miao, D; Wang, FL; Lei, JS";;"Shi, Lei; Liu, Yi; Ma, Xinming";;;Credit Assessment with Random Forests;EMERGING RESEARCH IN ARTIFICIAL INTELLIGENCE AND COMPUTATIONAL INTELLIGENCE;Communications in Computer and Information Science;;;;3rd International Conference on Artificial Intelligence and Computational Intelligence (AICI 2011);SEP 23-25, 2011;Taiyuan, PEOPLES R CHINA;Taiyuan Univ Technol;;;;;;;;;;;;;;;;;;;;;1865-0929;1865-0937;"978-3-642-24281-6; 978-3-642-24282-3";;;;2011;237;;;;;;24;28;;;;;;;;;WOS:000310936100004;;;;;;
B;Tlustos, J;;Fuis, V;;Tlustos, J.;;;HYDRAULIC SYSTEMS FOR THE FUTURE;ENGINEERING MECHANICS 2011;;;;;17th International Conference on Engineering Mechanics;MAY 09-12, 2011;Svratka, CZECH REPUBLIC;;;;;;;;;;;;;;;;;;;;;;;;978-80-87012-33-8;;;;2011;;;;;;;623;626;;;;;;;;;WOS:000313492700149;;;;;;
B;"Veseliny, M; Zidek, K; Liska, O";;Fuis, V;;"Veseliny, M.; Zidek, K.; Liska, O.";;;APPLICATION OF ADVANCED TECHNOLOGIES IN REHABILITATION PROCESS;ENGINEERING MECHANICS 2011;;;;;17th International Conference on Engineering Mechanics;MAY 09-12, 2011;Svratka, CZECH REPUBLIC;;;;;;;;;"Zidek, Kamil/D-8133-2015; Zidek, Kamil/K-2739-2019";"Zidek, Kamil/0000-0003-0176-7433; Zidek, Kamil/0000-0003-0176-7433";;;;;;;;;;;;;;978-80-87012-33-8;;;;2011;;;;;;;651;654;;;;;;;;;WOS:000313492700156;;;;;;
S;"Strenzke, R; Schulte, A";;Harris, D;;"Strenzke, Ruben; Schulte, Axel";;;Mixed-Initiative Multi-UAV Mission Planning by Merging Human and Machine Cognitive Skills;ENGINEERING PSYCHOLOGY AND COGNITIVE ERGONOMICS;Lecture Notes in Artificial Intelligence;;;;9th International Conference on Engineering Psychology and Cognitive Ergonomics (EPCE) Held as Part of 14th International Conference on Human-Computer Interaction (HCI);JUL 09-14, 2011;Orlando, FL;;;;;;;;;;;;;;;;;;;;;;0302-9743;;978-3-642-21740-1;;;;2011;6781;;;;;;608;617;;;;;;;;;WOS:000312502700065;;;;;;
S;"Costa, N; Carneiro, D; Novais, P; Barbieri, D; Andrade, F";;"Filipe, J; Cordeiro, J";;"Costa, Nuno; Carneiro, Davide; Novais, Paulo; Barbieri, Diovana; Andrade, Francisco";;;An Advice System for Consumer's Law Disputes;ENTERPRISE INFORMATION SYSTEMS;Lecture Notes in Business Information Processing;;;;12th International Conference on Enterprise Information Systems;JUN 08-AUG 12, 2010;Funchal, PORTUGAL;Inst Syst & Technol Informat, Control & Commun;;;;;;;;"Carneiro, Davide/A-3490-2014; Novais, Paulo/M-4053-2013";"Carneiro, Davide/0000-0002-6650-0388; Novais, Paulo/0000-0002-3549-0754; Andrade, Francisco/0000-0001-5764-7815";;;;;;;;;;;;1865-1348;;978-3-642-19801-4;;;;2011;73;;;;;;237;+;;;;;;;;;WOS:000291631100017;;;;;;
B;"Jing, HT; Zhang, YS; Shi, XX; Sun, RG";;Luo, J;;"Jing Haitao; Zhang Yangsong; Shi Xingxi; Sun Rongguan";;;The Research Of The Expert System For Tunnel Construction Method Based On The Network;EPLWW3S 2011: 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES-WETLANDS-WATERSHED AND APPLICATION OF 3S TECHNOLOGY, VOL 2;;;;;International Conference on Ecological Protection of Lakes-Wetlands-Watershed and Application of 3S Technology (EPLWW3S 2011);JUN 25-26, 2011;Nanchang, PEOPLES R CHINA;Jiangxi Assoc Sci & Technol, Jiangxi Normal Univ, Elite Intellectual Resources Overseas, Lead Grp Off, Jiangxi Normal Univ, Minist Educ, Key Lab Poyang Lake Wetland & Watershed Res, Jiangxi Promot Assoc Int Exchange Sci & Technol;;;;;;;;;;;;;;;;;;;;;;;978-988-19116-8-1;;;;2011;;;;;;;188;192;;;;;;;;;WOS:000391516000044;;;;;;
B;"Yu, H; Yi, H";;Luo, J;;"Yu, Huang; Yi, He";;;Based on GIS inland waterway land-levying relocation aided design system;EPLWW3S 2011: 2011 INTERNATIONAL CONFERENCE ON ECOLOGICAL PROTECTION OF LAKES-WETLANDS-WATERSHED AND APPLICATION OF 3S TECHNOLOGY, VOL 3;;;;;International Conference on Ecological Protection of Lakes-Wetlands-Watershed and Application of 3S Technology (EPLWW3S 2011);JUN 25-26, 2011;Nanchang, PEOPLES R CHINA;Jiangxi Assoc Sci & Technol, Jiangxi Normal Univ, Elite Intellectual Resources Overseas, Lead Grp Off, Jiangxi Normal Univ, Minist Educ, Key Lab Poyang Lake Wetland & Watershed Res, Jiangxi Promot Assoc Int Exchange Sci & Technol;;;;;;;;;;;;;;;;;;;;;;;978-988-19116-8-1;;;;2011;;;;;;;365;367;;;;;;;;;WOS:000391516100086;;;;;;
S;"Ke, HC; Wang, H; Kong, DG";;Chen, X;;"Ke, Hongchang; Wang, Hui; Kong, Degang";;;Coding Method of Visual Perception Reconstruction Based on Curve Fitting and Energy Function;EQUIPMENT MANUFACTURING TECHNOLOGY AND AUTOMATION, PTS 1-3;Advanced Materials Research;;;;International Conference on Advanced Design and Manufacturing Engineering (ADME 2011);SEP 16-18, 2011;Guangzhou, PEOPLES R CHINA;Guangdong Univ Technol, Huazhong Univ Sci & Technol, Hong Kong Univ Sci & Technol, Hong Kong Polytechn Univ, Univ Nottingham;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-3-03785-216-3;;;;2011;317-319;;;;;;942;+;;10.4028/www.scientific.net/AMR.317-319.942;;;;;;;WOS:000308571200182;;;;;;
B;Chen, CH;;"Lin, DYM; Chen, HC";;Chen, Chiung-Hui;;;Research on the script language as a fundamental coordination mechanism for agents of spatial objects;ERGONOMICS FOR ALL: CELEBRATING PPCOE'S 20 YEARS OF EXCELLENCE;;;;;9th Pan-Pacific Conference on Ergonomics (PPCOE 2010);NOV 07-10, 2010;Ergonom Soc Taiwan, Kaohsiung, TAIWAN;;Ergonom Soc Taiwan;;;;;;;;;;;;;;;;;;;;;;978-0-203-82933-2;;;;2011;;;;;;;577;581;;;;;;;;;WOS:000306716400098;;;;;;
S;"Calinescu, R; Kikuchi, S";;"Calinescu, R; Jackson, E";;"Calinescu, Radu; Kikuchi, Shinji";;;Formal Methods @ Runtime;FOUNDATIONS OF COMPUTER SOFTWARE: MODELING, DEVELOPMENT, AND VERIFICATION OF ADAPTIVE SYSTEMS;Lecture Notes in Computer Science;;;;16th Monterey Workshop;MAR 31-APR 02, 2010;Microsoft Res Redmond, Redmond, WA;NSF, ONR, AFOSR, ARO, DARPA, Microsoft;Microsoft Res Redmond;;;;;;;Calinescu, Radu/AAN-1912-2020;;;;;;;;;;;;;0302-9743;;978-3-642-21292-5;;;;2011;6662;;;;;;122;135;;;;;;;;;WOS:000392099900007;;;;;;
S;"Mingo, JM; Aler, R";;"Ferrandez, JM; Sanchez, JRA; DeLaPaz, F; Toledo, FJ";;"Mario Mingo, Jack; Aler, Ricardo";;;An Incremental Model of Lexicon Consensus in a Population of Agents by Means of Grammatical Evolution, Reinforcement Learning and Semantic Rules;FOUNDATIONS ON NATURAL AND ARTIFICIAL COMPUTATION: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART I;Lecture Notes in Computer Science;;;;4th International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC);MAY 30-JUN 03, 2011;La Palma, SPAIN;UNED, Univ Politecnica Cartagena, Spanish Minist Ciencia & Innovac, CYTED, Red Nacl Computac Nat & Artificial, APLIQUEM S L;;;;;;;;Mingo, Jack Mario/B-5875-2014;"Mingo, Jack Mario/0000-0003-2457-3375; Aler, Ricardo/0000-0002-7472-4840";;;;;;;;;;;;0302-9743;1611-3349;978-3-642-21344-1;;;;2011;6686;;;;;;40;49;;;;;;;;;WOS:000308635500005;;;;;;
S;"Trueba, P; Prieto, A; Caamano, P; Bellas, F; Duro, RJ";;"Ferrandez, JM; Sanchez, JRA; DeLaPaz, F; Toledo, FJ";;"Trueba, P.; Prieto, A.; Caamano, P.; Bellas, F.; Duro, R. J.";;;Task-Driven Species in Evolutionary Robotic Teams;FOUNDATIONS ON NATURAL AND ARTIFICIAL COMPUTATION: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART I;Lecture Notes in Computer Science;;;;4th International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC);MAY 30-JUN 03, 2011;La Palma, SPAIN;UNED, Univ Politecnica Cartagena, Spanish Minist Ciencia & Innovac, CYTED, Red Nacl Computac Nat & Artificial, APLIQUEM S L;;;;;;;;"Bellas, Francisco/M-5008-2018; Fernandez, Richard Jose Duro/R-5084-2019";"Bellas, Francisco/0000-0001-6043-1468; Duro, Richard J./0000-0002-6807-524X";;;;;;;;;;;;0302-9743;1611-3349;978-3-642-21344-1;;;;2011;6686;;;;;;138;147;;;;;;;;;WOS:000308635500015;;;;;;
S;"Leiva, AJF; Barragan, JLO";;"Ferrandez, JM; Sanchez, JRA; DeLaPaz, F; Toledo, FJ";;"Fernandez Leiva, Antonio J.; O'Valle Barragan, Jorge L.";;;Decision Tree-Based Algorithms for Implementing Bot AI in UT2004;FOUNDATIONS ON NATURAL AND ARTIFICIAL COMPUTATION: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART I;Lecture Notes in Computer Science;;;;4th International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC);MAY 30-JUN 03, 2011;La Palma, SPAIN;UNED, Univ Politecnica Cartagena, Spanish Minist Ciencia & Innovac, CYTED, Red Nacl Computac Nat & Artificial, APLIQUEM S L;;;;;;;;Fernandez-Leiva, Antonio J./M-1265-2014;Fernandez-Leiva, Antonio J./0000-0002-5330-5217;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-21344-1;;;;2011;6686;;;;;;383;392;;;;;;;;;WOS:000308635500040;;;;;;
S;"Trivino, JMG; Martinez-Tomas, R; Adrados, HP";;"Ferrandez, JM; Sanchez, JRA; DeLaPaz, F; Toledo, FJ";;"Trivino, Jose Maria Guerrero; Martinez-Tomas, Rafael; Adrados, Herminia Peraita";;;Bayesian Network-Based Model for the Diagnosis of Deterioration of Semantic Content Compatible with Alzheimers Disease;FOUNDATIONS ON NATURAL AND ARTIFICIAL COMPUTATION: 4TH INTERNATIONAL WORK-CONFERENCE ON THE INTERPLAY BETWEEN NATURAL AND ARTIFICIAL COMPUTATION, IWINAC 2011, PART I;Lecture Notes in Computer Science;;;;4th International Work-Conference on the Interplay Between Natural and Artificial Computation (IWINAC);MAY 30-JUN 03, 2011;La Palma, SPAIN;UNED, Univ Politecnica Cartagena, Spanish Minist Ciencia & Innovac, CYTED, Red Nacl Computac Nat & Artificial, APLIQUEM S L;;;;;;;;Martinez-Tomas, Rafael/G-4403-2014;Martinez-Tomas, Rafael/0000-0003-4706-7168;;;;;;;;;;;;0302-9743;1611-3349;978-3-642-21344-1;;;;2011;6686;;;;;;419;430;;;;;;;;;WOS:000308635500044;;;;;;
B;"Glavin, FG; Madden, MG";;"ORiordan, C; Redfern, S; Butler, V; Costello, F";;"Glavin, Frank G.; Madden, Michael G.";;;Incorporating Reinforcement Learning into the Creation of Human-Like Autonomous Agents in First Person Shooter Games;GAME-ON 2011: 12TH INTERNATIONAL CONFERENCE ON INTELLIGENT GAMES AND SIMULATION;;;;;12th International Conference on Intelligent Games and Simulation;AUG 22-24, 2011;Natl Univ Ireland, Galway, IRELAND;ETI, EUROSIS, Binary Illus, BITE, Delft Univ Technol, Ghent Univ, Higher Technol Inst, Larian Studios, Univ Skovde;Natl Univ Ireland;;;;;;;;Madden, Michael/0000-0002-4443-7285;;;;;;;;;;;;;;978-90-77381-64-9;;;;2011;;;;;;;16;21;;;;;;;;;WOS:000393442500003;;;;;;
B;"Ozveren, CS; Bassilious, V; Homatash, H";;"ORiordan, C; Redfern, S; Butler, V; Costello, F";;"Ozveren, C. Suheyl; Bassilious, Victor; Homatash, Hamid";;;RACING GAME ARTIFICIAL INTELLIGENCE USING EVOLUTIONARY ARTIFICIAL NEURAL NETWORKS;GAME-ON 2011: 12TH INTERNATIONAL CONFERENCE ON INTELLIGENT GAMES AND SIMULATION;;;;;12th International Conference on Intelligent Games and Simulation;AUG 22-24, 2011;Natl Univ Ireland, Galway, IRELAND;ETI, EUROSIS, Binary Illus, BITE, Delft Univ Technol, Ghent Univ, Higher Technol Inst, Larian Studios, Univ Skovde;Natl Univ Ireland;;;;;;;;;;;;;;;;;;;;;;978-90-77381-64-9;;;;2011;;;;;;;28;35;;;;;;;;;WOS:000393442500005;;;;;;
B;"Cunningham, A; O'Riordan, C";;"ORiordan, C; Redfern, S; Butler, V; Costello, F";;"Cunningham, Alan; O'Riordan, Colm";;;Genetic Programming and Common Pool Resource Problems with Uncertainty;GAME-ON 2011: 12TH INTERNATIONAL CONFERENCE ON INTELLIGENT GAMES AND SIMULATION;;;;;12th International Conference on Intelligent Games and Simulation;AUG 22-24, 2011;Natl Univ Ireland, Galway, IRELAND;ETI, EUROSIS, Binary Illus, BITE, Delft Univ Technol, Ghent Univ, Higher Technol Inst, Larian Studios, Univ Skovde;Natl Univ Ireland;;;;;;;;;;;;;;;;;;;;;;978-90-77381-64-9;;;;2011;;;;;;;39;43;;;;;;;;;WOS:000393442500006;;;;;;
B;"Jordan, D; O'Riordan, C";;"ORiordan, C; Redfern, S; Butler, V; Costello, F";;"Jordan, Damien; O'Riordan, Colm";;;EVOLUTION AND ANALYSIS OF STRATEGIES FOR MANCALA GAMES;GAME-ON 2011: 12TH INTERNATIONAL CONFERENCE ON INTELLIGENT GAMES AND SIMULATION;;;;;12th International Conference on Intelligent Games and Simulation;AUG 22-24, 2011;Natl Univ Ireland, Galway, IRELAND;ETI, EUROSIS, Binary Illus, BITE, Delft Univ Technol, Ghent Univ, Higher Technol Inst, Larian Studios, Univ Skovde;Natl Univ Ireland;;;;;;;;;;;;;;;;;;;;;;978-90-77381-64-9;;;;2011;;;;;;;44;49;;;;;;;;;WOS:000393442500007;;;;;;
B;"Tanjapatkul, N; Kotrajaras, V";;Tan, CT;;"Tanjapatkul, Nattawit; Kotrajaras, Vishnu";;;IMPROVED PARETO OPTIMUM PASSING USING VARIED KICKING SPEED IN SOCCER GAMES;GAME-ON'ASIA 2011;;;;;3rd Asian Conference on Intelligent Games and Simulation / 3rd Asian Simulation Technology Conference;MAR 01-03, 2011;Digipen Inst Technol, Singapore, SINGAPORE;ETI, EUROSIS, Ghent Univ, Univ Skovde, Higher Technol Inst;Digipen Inst Technol;;;;;;;;Kotrajaras, Vishnu/0000-0001-5142-5031;;;;;;;;;;;;;;978-90-77381-60-1;;;;2011;;;;;;;38;44;;;;;;;;;WOS:000393442200006;;;;;;
B;"Kasempakdeepong, P; Kotrajaras, V";;Tan, CT;;"Kasempakdeepong, Piyapoj; Kotrajaras, Vishnu";;;DIFFICULTY BALANCING IN REAL-TIME STRATEGY GAMING SESSION USING RESOURCE PRODUCTION ADJUSTMENT;GAME-ON'ASIA 2011;;;;;3rd Asian Conference on Intelligent Games and Simulation / 3rd Asian Simulation Technology Conference;MAR 01-03, 2011;Digipen Inst Technol, Singapore, SINGAPORE;ETI, EUROSIS, Ghent Univ, Univ Skovde, Higher Technol Inst;Digipen Inst Technol;;;;;;;;Kotrajaras, Vishnu/0000-0001-5142-5031;;;;;;;;;;;;;;978-90-77381-60-1;;;;2011;;;;;;;47;51;;;;;;;;;WOS:000393442200007;;;;;;
B;El-Abd, M;;Krasnogor, N;;El-Abd, Mohammed;;;Opposition-Based Artificial Bee Colony Algorithm;GECCO-2011: PROCEEDINGS OF THE 13TH ANNUAL GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE;;;;;13th Annual Genetic and Evolutionary Computation Conference (GECCO);JUL 12-16, 2011;Dublin, IRELAND;Assoc Comp Machinery, Special Interest Grp Genet & Evolutionary Computat (ACM SIGEVO);;;;;;;;El-Abd, Mohammed/I-7184-2019;El-Abd, Mohammed/0000-0003-0938-8542;;;;;;;;;;;;;;978-1-4503-0557-0;;;;2011;;;;;;;109;115;;;;;;;;;WOS:000322137100014;;;;;;
B;"Liu, YJ; Li, ZM";;"Jiang, MJ; Liu, F; Bolton, M";;"Liu, Yongjian; Li, Zhangming";;;Support vector machine model for the relationship between physico-mechanical indexes and microstructure parameters of soft soil;GEOMECHANICS AND GEOTECHNICS: FROM MICRO TO MACRO, VOLS 1 AND 2;;;;;International Symposium on Geomechanics and Geotechnics - From Micro to Macro;OCT 10-12, 2010;Shanghai, PEOPLES R CHINA;Int Soc Soil Mech & Geotechn Engn;;;;;;;;;;;;;;;;;;;;;;;978-0-415-61295-1;;;;2011;;;;;;;273;278;;;;;;;;;WOS:000291373800044;;;;;;
B;"Ferrer, O; Ettorre, F; Santos, X; Zinkl, T; Tous, R; Delgado, J";;"Traver, V; Fred, A; Filipe, J; Gamboa, H";;"Ferrer, Olga; Ettorre, Francesco; Santos, Xiomara; Zinkl, Thomas; Tous, Ruben; Delgado, Jaime";;;SOLO-MEDICINE IN OPTICAL BIOPSIES A Way to Practice Telemedicine;HEALTHINF 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON HEALTH INFORMATICS;;;;;4th International Conference on Health Informatics (HEALTHINF 2011);JAN 26-29, 2011;Rome, ITALY;Inst Syst & Technol Informat, Control & Commun, IEEE, Engn Med & Biol Soc, IEEE, Portugal EMBS Chapter, European Soc Engn & Med, Biomed Engn Soc;;;;;;;;"Tous, Ruben/N-5610-2014; ROCA, Olga FERRER/B-1710-2009; Delgado, Jaime/AAA-8489-2019";"ROCA, Olga FERRER/0000-0001-9735-2229; Tous, Ruben/0000-0002-1409-5843; Delgado, Jaime/0000-0003-1366-663X";;;;;;;;;;;;;;978-989-8425-34-8;;;;2011;;;;;;;441;445;;;;;;;;;WOS:000299184900067;;;;;;
B;"Pulcherio, F; Marques, CVM; de Oliveira, COES; Poyares, MMD; Saboya, E; Silva, LF";;"Traver, V; Fred, A; Filipe, J; Gamboa, H";;"Pulcherio, Felipe; Marques, Carla Veronica M.; de Oliveira, Carlo Oliveira E. S.; Poyares, Maria M. D.; Saboya, Eloisa; Silva, Lidiane F.";;;THE USE OF ORANGE CANVAS PROGRAM TO ANALYZE THE PERFORMANCE OF CHILDREN WITH CONGENITAL BLINDNESS IN THE PLANNED CODES SUBTEST ADAPTED;HEALTHINF 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON HEALTH INFORMATICS;;;;;4th International Conference on Health Informatics (HEALTHINF 2011);JAN 26-29, 2011;Rome, ITALY;Inst Syst & Technol Informat, Control & Commun, IEEE, Engn Med & Biol Soc, IEEE, Portugal EMBS Chapter, European Soc Engn & Med, Biomed Engn Soc;;;;;;;;;;;;;;;;;;;;;;;978-989-8425-34-8;;;;2011;;;;;;;486;492;;;;;;;;;WOS:000299184900077;;;;;;
B;"Bins, K; Pulcherio, F; Poyares, MMD; Saboya, E; Marques, CVM; de Oliveira, COES; Silva, LF";;"Traver, V; Fred, A; Filipe, J; Gamboa, H";;"Bins, Kim; Pulcherio, Felipe; Poyares, Maria M. D.; Saboya, Eloisa; Marques, Carla Veronica M.; de Oliveira, Carlo Oliveira E. S.; Silva, Lidiane F.";;;USE OF COMPUTATIONAL INTELLIGENCE AND VISION IN THE STUDY OF SELECTIVE ATTENTION OF CONGENITAL BLIND CHILDREN;HEALTHINF 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON HEALTH INFORMATICS;;;;;4th International Conference on Health Informatics (HEALTHINF 2011);JAN 26-29, 2011;Rome, ITALY;Inst Syst & Technol Informat, Control & Comm, IEEE, Engn Med & Biol Soc, IEEE, Portugal EMBS Chapter, European Soc Engn & Med, Biomed Engn Soc;;;;;;;;;;;;;;;;;;;;;;;978-989-8425-34-8;;;;2011;;;;;;;493;499;;;;;;;;;WOS:000299184900078;;;;;;
S;Sood, V;;"Mantri, A; Nandi, S; Kumar, G; Kumar, S";;Sood, Vaishali;;;Autonomous Robot Motion Control Using Fuzzy PID Controller;HIGH PERFORMANCE ARCHITECTURE AND GRID COMPUTING;Communications in Computer and Information Science;;;;International Conference on High-Performance Architecture and Grid Computing (HPAGC 2011);JUL 19-20, 2011;Chandigarh, INDIA;;;;;;;;;;;;;;;;;;;;;;1865-0929;;978-3-642-22576-5;;;;2011;169;;;;;;385;390;;;;;;;;;WOS:000306457800052;;;;;;
S;"Vong, CM; Wong, PK; Ip, WF; Yang, ZX";;Wu, YW;;"Vong, Chi-Man; Wong, Pak-Kin; Ip, Weng-Fai; Yang, Zhi-Xin";;;Case-Based Design for Hydraulic Power Circuit;HIGH PERFORMANCE NETWORKING, COMPUTING, AND COMMUNICATION SYSTEMS;Communications in Computer and Information Science;;;;2nd International Conference on Theoretical and Mathematical Foundations of Computer Science (ICHCC 2011);MAY 05-06, 2011;Singapore, SINGAPORE;Intelligent Informat Technol Appl Res Assoc, Nanyang Technol Univ, SMU;;;;;;;;"VONG, Chi-Man/AAU-5720-2020; Yang, Zhi-Xin/AAV-1335-2020";Yang, Zhi-Xin/0000-0001-9151-7758;;;;;;;;;;;;1865-0929;1865-0937;978-3-642-25001-9;;;;2011;163;;;;;;269;275;;;;;;;;;WOS:000310948200038;;;;;;
